gml_parent_id,gml_id,the_geom,bw_belegung_id,bw_begehren_id,bw_art_des_begehrens_bez,bw_bezeichnung,bw_belastungs_art_bez,bw_datum,mapbs_bw_detail_belegung,mapbs_bw_kalender_strasseplatz,bw_belegungs_art_bez
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99976,,269984,9082121,Permanente bauliche Anlagen,Korrektur Schifffahrtsrinne,bauliche Nutzung,16.10.2017 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=269984&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=835&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99981,,269984,9082121,Permanente bauliche Anlagen,Korrektur Schifffahrtsrinne,bauliche Nutzung,16.10.2017 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=269984&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=835&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103957,,257651,9080223,Permanente bauliche Anlagen,"Koordinierter Werkleitungs- und Strassenbau  inkl. Baumfällung, MP 1258",bauliche Nutzung,11.08.2016 - 01.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=257651&month=7&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1903&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.93164,,342042,9091919,Permanente bauliche Anlagen,Anpassung + Umbau Zentrallager Scherkessel  unter der Autobahnbrücke,bauliche Nutzung,02.10.2017 - 26.10.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=342042&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=196&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.101784,,330670,9090578,Permanente bauliche Anlagen,"Strassenbau, zusätzlicher Deckbelagsersatz, Anpassung Fahrbahn , kantonal erfasstes Projekt/Massnahmennr: 325/ TS 6933, WV 675",bauliche Nutzung,16.01.2017 - 14.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=330670&month=0&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1106&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.5103,,329703,9090449,Permanente bauliche Anlagen,"Vorabklärung für das TBA  Koordinierter Werkleitungs- Gleis- und Strassenbau, MP 709",bauliche Nutzung,01.01.2018 - 31.12.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=329703&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=126&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99984,,269984,9082121,Permanente bauliche Anlagen,Korrektur Schifffahrtsrinne,bauliche Nutzung,16.10.2017 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=269984&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=835&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79926,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.109487,,214937,9072377,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau,  Inkl. Baumkfällung, 2. Etappe, Erschliessung Erlenmatt Ost  kantonal erfasstes Projekt/Massnahmennr:613",bauliche Nutzung,31.08.2015 - 27.09.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=214937&month=7&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1893&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99979,,269984,9082121,Permanente bauliche Anlagen,Korrektur Schifffahrtsrinne,bauliche Nutzung,16.10.2017 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=269984&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=835&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.25899,,219736,9073364,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau, MP 1605",bauliche Nutzung,22.05.2017 - 01.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=219736&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=957&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103577,,201497,9070051,Permanente bauliche Anlagen,"Koordinierter Leitungs, Gleis und Strassenbau  inkl. Baumfällungen, Bau-Los 2  kantonal erfasstes Projekt/Massnahmennr: 325",bauliche Nutzung,18.03.2016 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=201497&month=2&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1106&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103951,,278200,9082861,Permanente bauliche Anlagen,"Koordinierter Werkleitungs- und Strassenbau  inkl. Baumfällung, MP-Nr. 1761",bauliche Nutzung,04.07.2016 - 31.01.2019,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=278200&month=6&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1921&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79932,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103504,,201497,9070051,Permanente bauliche Anlagen,"Koordinierter Leitungs, Gleis und Strassenbau  inkl. Baumfällungen, Bau-Los 2  kantonal erfasstes Projekt/Massnahmennr: 325",bauliche Nutzung,18.03.2016 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=201497&month=2&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1106&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.112235,,329840,9090479,Permanente bauliche Anlagen,Rampenbauwerk für Projekt pRed  inkl. Baugrube und Verankerungen,bauliche Nutzung,01.11.2017 - 26.04.2019,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=329840&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=821&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79929,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.99980,,269984,9082121,Permanente bauliche Anlagen,Korrektur Schifffahrtsrinne,bauliche Nutzung,16.10.2017 - 28.02.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=269984&month=9&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=835&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103581,,201497,9070051,Permanente bauliche Anlagen,"Koordinierter Leitungs, Gleis und Strassenbau  inkl. Baumfällungen, Bau-Los 2  kantonal erfasstes Projekt/Massnahmennr: 325",bauliche Nutzung,18.03.2016 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=201497&month=2&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1106&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103618,,329705,9090449,Permanente bauliche Anlagen,"Vorabklärung für das TBA  Koordinierter Werkleitungs- Gleis- und Strassenbau, MP 709",bauliche Nutzung,01.01.2018 - 31.12.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=329705&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=375&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.96771,,339620,9091604,Permanente bauliche Anlagen,"Koordinierter Werkleitungs-und Strassenbau inkl. Oberflächenumgestaltung Oekolampadmatte  exkl. Pavillion,  kantonal erfasstes Projekt/Massnahmennr: 522",bauliche Nutzung,29.05.2017 - 30.11.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=339620&month=4&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=434&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.38491,,337628,9091364,Permanente bauliche Anlagen,"Temporäre Schulbauten von Juli 2017 bis Juli 2020;  inkl. Fundationen, Werkleitungen, Abwasserleitungen und Anschlüsse",bauliche Nutzung,03.02.2017 - 30.07.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=337628&month=1&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=354&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.5134,,335301,9091093,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau, MP 2192 und MP 419",bauliche Nutzung,03.04.2017 - 31.07.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=335301&month=3&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=820&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103572,,329705,9090449,Permanente bauliche Anlagen,"Vorabklärung für das TBA  Koordinierter Werkleitungs- Gleis- und Strassenbau, MP 709",bauliche Nutzung,01.01.2018 - 31.12.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=329705&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=375&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79924,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.79933,,200125,9069782,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau , Tram 3 Verlängerung nach Saint-Louis, MP 526",bauliche Nutzung,23.11.2015 - 29.06.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=200125&month=10&year=2015&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=98&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.87610,,270840,9082249,Permanente bauliche Anlagen,Baugrubenaushub auf Allmend inkl.  Baugrubenumschliessung mitteles Anker  und einer Rühlwand,bauliche Nutzung,04.02.2016 - 26.08.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=270840&month=1&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=3&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.5135,,335301,9091093,Permanente bauliche Anlagen,"Leitungsbau, Strassenbau, MP 2192 und MP 419",bauliche Nutzung,03.04.2017 - 31.07.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=335301&month=3&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=820&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103600,,201497,9070051,Permanente bauliche Anlagen,"Koordinierter Leitungs, Gleis und Strassenbau  inkl. Baumfällungen, Bau-Los 2  kantonal erfasstes Projekt/Massnahmennr: 325",bauliche Nutzung,18.03.2016 - 31.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=201497&month=2&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1106&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.70515,,329701,9090449,Permanente bauliche Anlagen,"Vorabklärung für das TBA  Koordinierter Werkleitungs- Gleis- und Strassenbau, MP 709",bauliche Nutzung,01.01.2018 - 31.12.2020,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=329701&month=0&year=2018&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=374&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.103918,,257651,9080223,Permanente bauliche Anlagen,"Koordinierter Werkleitungs- und Strassenbau  inkl. Baumfällung, MP 1258",bauliche Nutzung,11.08.2016 - 01.12.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=257651&month=7&year=2016&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=1903&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
,BW_Allmendbewilligungen_OeffentlicheBaustelle.88526,,376569,9095532,Permanente bauliche Anlagen,Rückverankerung der Schlitzwand des bestehenden Bau 74 sowie des zukünftigen pRED-Centers,bauliche Nutzung,01.11.2017 - 01.10.2018,"<a href=""http://www.tiefbauamt.bs.ch/belegungsDetails?albe_id=376569&month=10&year=2017&output=nocache"" target=""_blank"">Detailansicht Belegung</a>","<a href=""http://www.tiefbauamt.bs.ch/oeffentlicher-raum/nutzung-des-oeffentlichen-raumes/was-passiert-wo-und-wann/strassenauswahl.html?strasseid=821&output=nocache"" target=""_blank"">Kalenderansicht Strasse/Platz</a>",Baustelle
